Summary stop stats,,,,,,,,,,,,,,
Selected days,Selected days,01/04/2026 - 30/04/2026,,,,,,,,,,,,
Mean value,Mean value,Average,,,,,,,,,,,,
Columns,Columns,Some are hidden,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stop,Stop,Planned stopping,Planned stopping,IN,IN,OUT,OUT,Frequency of passengers,Frequency of passengers,Occupancy,Occupancy,Occupancy,Occupancy,Delay
Stop,Stop,Planned stopping,Planned stopping,IN,IN,OUT,OUT,Frequency of passengers,Frequency of passengers,Arrival,Arrival,Departure,Departure,Delay
Ident.,Name,APC,All,Σ,Ø,Σ,Ø,Σ,Ø,Σ,Ø,Σ,Ø,Ø
055,Bartók Béla út,214,848,28,0.1,398,1.9,426,2.0,3388,15.8,2972,13.9,00:01:29
381,Madách tér,303,1427,413,1.4,188,0.6,601,2.0,4832,15.9,5053,16.7,00:02:00
531,Szalók utca,1012,4247,602,0.6,1405,1.4,2007,2.0,4447,4.4,3626,3.6,00:02:42
649,Richter Gedeon utca,376,1587,127,0.3,617,1.6,744,2.0,2262,6.0,1765,4.7,00:01:25
340,Konzervgyár,359,1837,527,1.5,181,0.5,708,2.0,4406,12.3,4759,13.3,00:01:48
063,Bem tér,242,790,125,0.5,352,1.5,477,2.0,2853,11.8,2623,10.8,00:03:57
461,Hatvan utca,1076,4400,1023,1.0,1095,1.0,2118,2.0,12703,11.8,12662,11.8,00:01:48
185,Füredi kapu,453,1433,568,1.3,321,0.7,889,2.0,5461,12.1,5704,12.6,00:01:36
406,Munkácsy Mihály utca,932,5498,844,0.9,969,1.0,1813,1.9,9836,10.6,9700,10.4,00:01:39
865,Mák utca,1199,4984,1567,1.3,754,0.6,2321,1.9,11961,10.0,12816,10.7,00:02:32
467,Petőfi Sándor Általános Iskola,303,1427,266,0.9,320,1.1,586,1.9,5053,16.7,5001,16.5,00:02:54
337,Kondoroskert utca,246,711,56,0.2,419,1.7,475,1.9,2288,9.3,1856,7.5,00:00:17
329,Mák utca,1173,4954,788,0.7,1459,1.2,2247,1.9,13162,11.2,12442,10.6,00:03:26
135,Szent László Görögkatolikus Gimnázium,358,1530,173,0.5,510,1.4,683,1.9,4035,11.3,3689,10.3,00:04:48
435,Nyék utca,432,1985,184,0.4,640,1.5,824,1.9,3377,7.8,2914,6.7,00:02:12
205,Hajnal utca,732,3644,618,0.8,761,1.0,1379,1.9,6799,9.3,6595,9.0,00:02:45
452,Páfrány utca,153,1177,16,0.1,272,1.8,288,1.9,1512,9.9,1207,7.9,00:03:12
247,Honvéd utca,719,2950,521,0.7,830,1.2,1351,1.9,7316,10.2,6980,9.7,00:02:34
390,MÁV-rendelő,1732,8100,1111,0.6,2139,1.2,3250,1.9,11634,6.7,10480,6.1,00:02:37
648,Epreskerti Általános Iskola,265,950,464,1.8,33,0.1,497,1.9,1177,4.4,1623,6.1,00:00:27
530,Sportuszoda,321,1100,143,0.4,455,1.4,598,1.9,3005,9.4,2690,8.4,00:02:28
353,Kurucz utca,262,1191,399,1.5,88,0.3,487,1.9,1277,4.9,1596,6.1,00:02:19
654,Kerekestelepi fürdő,365,1271,375,1.0,300,0.8,675,1.8,2680,7.3,2745,7.5,00:00:48
862,Beszállítói Park,53,60,9,0.2,88,1.7,97,1.8,104,2.0,25,0.5,00:01:04
516,Segner tér,885,3218,377,0.4,1240,1.4,1617,1.8,8697,9.8,7856,8.9,00:02:09
565,Tócóskert tér,1288,6405,2119,1.6,231,0.2,2350,1.8,4850,3.8,6777,5.3,00:01:07
832,Flexiforce Hungary Kft.,51,340,9,0.2,84,1.6,93,1.8,454,8.9,373,7.3,00:02:34
167,Erőss Lajos utca,409,1994,679,1.7,60,0.1,739,1.8,3656,8.9,4276,10.5,00:01:08
339,Konzervgyár,338,1800,177,0.5,432,1.3,609,1.8,4061,12.0,3800,11.2,00:02:06
182,Földi János utca,351,1435,25,0.1,606,1.7,631,1.8,3215,9.2,2610,7.4,00:02:51
612,Wesselényi utca,1122,5223,819,0.7,1190,1.1,2009,1.8,11565,10.3,11282,10.1,00:02:03
515,Segner tér,965,4297,680,0.7,1034,1.1,1714,1.8,10225,10.6,9830,10.2,00:02:03
019,Alma utca,181,570,100,0.6,221,1.2,321,1.8,891,4.9,765,4.2,00:01:45
699,Debreceni Ítélőtábla,1733,8882,1134,0.7,1936,1.1,3070,1.8,17729,10.2,16943,9.8,00:02:25
064,Bem tér,243,823,313,1.3,113,0.5,426,1.8,2458,10.1,2662,11.0,00:03:14
147,Dorottya utca,1455,6464,467,0.3,2082,1.4,2549,1.8,14658,10.1,13019,8.9,00:03:16
770,Epreskerti Általános Iskola,251,950,61,0.2,377,1.5,438,1.7,1676,6.7,1344,5.4,00:00:38
507,Sárvári Pál utca,1517,7784,2181,1.4,463,0.3,2644,1.7,4577,3.0,6346,4.2,00:01:36
179,Fiákeres utca,417,1865,94,0.2,632,1.5,726,1.7,2421,5.8,1859,4.5,00:03:04
089,Borzán Gáspár utca,364,1695,69,0.2,562,1.5,631,1.7,1269,3.5,775,4.9,00:01:41
269,Józsakert utca,206,1427,337,1.6,20,0.1,357,1.7,566,2.7,883,4.3,00:02:50
293,Kéknyelű utca,477,1416,442,0.9,383,0.8,825,1.7,1896,4.6,1982,4.8,00:00:47
237,Híd utca,575,3259,424,0.7,568,1.0,992,1.7,9010,15.7,8901,15.5,00:02:17
136,Diószegi út,153,1177,53,0.3,209,1.4,262,1.7,2300,15.0,2144,14.0,00:03:45
652,Baskir utca,365,1271,345,0.9,280,0.8,625,1.7,2544,7.0,2603,7.1,00:01:20
160,Endre utca,261,1170,88,0.3,357,1.4,445,1.7,1199,4.6,905,3.5,00:03:53
546,Szociális Otthon,558,2455,290,0.5,661,1.2,951,1.7,5416,9.7,5074,9.1,00:02:14
596,Vécsey utca,754,3995,500,0.7,784,1.0,1284,1.7,11453,15.2,11170,14.8,00:01:42
061,Békessy Béla utca,1110,5411,845,0.8,1043,0.9,1888,1.7,9710,8.7,9499,8.6,00:02:22
304,Keresztesi utca,351,1457,139,0.4,458,1.3,597,1.7,3999,11.4,3680,10.5,00:02:37
265,Jerikó utca,447,1374,587,1.3,173,0.4,760,1.7,5089,11.4,5503,12.3,00:01:01
374,Lovas utca,486,2111,597,1.2,227,0.5,824,1.7,1062,2.2,1434,3.0,00:04:21
858,Szabó Lőrinc utca ID,135,630,25,0.2,203,1.5,228,1.7,791,5.9,605,4.5,00:06:00
108,Csemete utca,193,931,195,1.0,128,0.7,323,1.7,1668,8.6,1742,9.0,00:03:13
679,Szent László Görögkatolikus Gimnázium,371,1551,465,1.3,155,0.4,620,1.7,2493,6.7,2799,7.5,00:03:04
683,Vámospércsi út (forduló),550,2390,457,0.8,461,0.8,918,1.7,673,1.9,665,1.9,00:01:40
169,Schaeffler Debrecen Kft.,476,1510,765,1.6,28,0.1,793,1.7,2312,4.9,3051,6.4,00:02:11
355,Kürtös utca,326,1420,398,1.2,143,0.4,541,1.7,3009,9.2,3266,10.0,00:01:20
540,Szirom utca,60,410,9,0.1,89,1.5,98,1.6,713,11.9,633,10.6,00:02:25
279,Kalász utca,229,1120,165,0.7,208,0.9,373,1.6,434,1.9,392,1.7,00:01:38
376,Löszhát,115,560,59,0.5,125,1.1,184,1.6,508,4.4,437,3.8,00:02:27
821,Rugó utca,729,3770,530,0.7,627,0.9,1157,1.6,1278,2.5,1156,2.4,00:01:52
529,Sportkollégium,365,1749,373,1.0,202,0.6,575,1.6,2922,8.0,3105,8.5,00:02:23
481,Regionális Képző Központ,492,2150,336,0.7,436,0.9,772,1.6,1608,3.3,1500,3.0,00:03:20
067,Benedek Elek tér,466,3390,376,0.8,355,0.8,731,1.6,3790,8.1,3823,8.2,00:02:22
848,Meszesi utca,18,320,4,0.2,24,1.3,28,1.6,50,2.8,30,1.7,00:00:34
204,Hajnal utca,745,3628,668,0.9,486,0.7,1154,1.5,6534,8.8,6894,9.3,00:01:27
643,Airport Debrecen,369,1080,225,0.6,343,0.9,568,1.5,363,2.0,225,1.2,-00:00:18
238,Hintós utca,115,560,34,0.3,143,1.2,177,1.5,434,3.8,318,2.8,00:01:41
288,Kartács utca,859,3615,438,0.5,884,1.0,1322,1.5,10071,11.7,9577,11.1,00:03:01
433,Nagyszentgyörgy utca,206,1427,182,0.9,135,0.7,317,1.5,516,2.5,566,2.7,00:02:53
178,Felsőjózsai utca,151,780,224,1.5,8,0.1,232,1.5,539,3.6,758,5.0,00:01:45
273,Kabar utca,338,1800,148,0.4,371,1.1,519,1.5,4339,12.8,4061,12.0,00:01:45
307,Kertváros,1297,6261,777,0.6,1211,0.9,1988,1.5,11825,9.1,11385,8.8,00:03:10
015,Alföldi Nyomda,1271,6177,985,0.8,956,0.8,1941,1.5,11968,9.4,12000,9.4,00:02:13
581,Tégláskert utca,969,3870,662,0.7,817,0.8,1479,1.5,822,1.7,662,1.4,00:00:44
105,Csalogány utca,119,620,80,0.7,101,0.8,181,1.5,920,7.7,897,7.5,00:00:02
180,Fiákeres utca,430,1820,639,1.5,11,0.0,650,1.5,1965,4.6,2599,6.0,00:01:40
358,Lahner utca,268,952,178,0.7,227,0.8,405,1.5,958,3.6,909,3.4,00:02:46
547,Szotyori utca,213,792,33,0.2,284,1.3,317,1.5,2171,10.2,1915,9.0,00:00:45
493,Ruyter utca,261,1170,50,0.2,338,1.3,388,1.5,2097,8.0,1792,6.9,00:04:12
518,Biczókert utca,146,1177,207,1.4,10,0.1,217,1.5,1483,10.2,1680,11.5,00:01:08
254,Huszár Gál utca,261,1170,34,0.1,352,1.3,386,1.5,1792,6.9,1456,5.6,00:03:54
560,Templom utca,203,1107,79,0.4,220,1.1,299,1.5,803,4.0,659,3.2,00:02:55
052,Barackos utca,146,1177,194,1.3,21,0.1,215,1.5,1022,7,1205,8.3,00:01:24
506,Sárvári Pál utca,1553,7731,659,0.4,1624,1.0,2283,1.5,6206,4.0,5124,3.3,00:04:00
541,Szirom utca,92,320,123,1.3,12,0.1,135,1.5,985,10.7,1096,11.9,00:01:54
399,Mester utca,727,3103,671,0.9,395,0.5,1066,1.5,9011,12.4,9310,12.8,00:01:46
274,Kabar utca,570,3250,699,1.2,135,0.2,834,1.5,7029,12.3,7596,13.3,00:01:49
682,Kardos utca,125,390,133,1.1,48,0.4,181,1.4,997,8.0,1083,8.7,00:03:16
291,Kassai út,766,4980,630,0.8,479,0.6,1109,1.4,8219,10.7,8357,13.4,00:02:53
454,Pajtás utca,181,570,75,0.4,185,1.0,260,1.4,1006,5.6,891,4.9,00:01:56
684,Hatvan utca,183,1016,234,1.3,28,0.2,262,1.4,761,4.2,970,5.3,00:02:19
386,Mátyás király utca,755,3098,217,0.3,862,1.1,1079,1.4,4422,5.9,3745,5.0,00:03:32
545,Szociális Otthon,788,3534,396,0.5,728,0.9,1124,1.4,9320,11.8,8939,11.3,00:02:15
045,Bálint pap utca,296,1530,372,1.3,50,0.2,422,1.4,2416,8.2,2738,9.2,00:02:43
158,Elek utca 147.,152,780,49,0.3,167,1.1,216,1.4,262,1.7,145,1.0,00:03:09
078,Bihari utca,146,600,207,1.4,0,0,207,1.4,112,0.8,367,2.5,00:02:56
325,Klauzál Gábor utca,185,570,249,1.3,13,0.1,262,1.4,1292,7.0,1529,8.3,00:01:25
558,Tégláskerti iskola,479,1920,672,1.4,5,0.0,677,1.4,662,1.4,1330,2.8,00:01:22
574,Trombitás utca,171,1304,189,1.1,51,0.3,240,1.4,2083,12.2,2221,13.0,00:02:23
154,Egyetem tér,418,1894,251,0.6,334,0.8,585,1.4,7366,17.6,7284,17.4,00:01:10
577,Tűzoltóság,1269,6165,661,0.5,1111,0.9,1772,1.4,11979,9.4,11526,9.1,00:01:58
576,Tűzoltóság,1305,6347,1063,0.8,758,0.6,1821,1.4,13090,10.0,13418,10.3,00:02:30
439,Nyugati Ipari Park,563,1924,314,0.6,471,0.8,785,1.4,484,1.7,314,1.1,00:01:42
027,Árpád Vezér Általános Iskola,381,1921,351,0.9,180,0.5,531,1.4,2365,6.2,2539,6.7,00:03:23
557,Tégláskerti iskola,490,1950,26,0.1,655,1.3,681,1.4,1465,3.0,822,1.7,00:01:06
642,Wolaffka utca,152,720,204,1.3,7,0.0,211,1.4,525,3.5,725,4.8,00:02:44
650,Richter Gedeon utca,498,1600,645,1.3,39,0.1,684,1.4,1701,3.4,2313,4.6,00:02:00
520,Sillye Gábor utca,103,671,76,0.7,64,0.6,140,1.4,252,2.4,264,2.6,00:01:23
521,Sillye Gábor utca,52,410,41,0.8,29,0.6,70,1.3,97,1.9,110,2.1,00:01:08
480,Regionális Képző Központ,761,3016,806,1.1,213,0.3,1019,1.3,3697,4.9,4320,5.7,00:01:33
380,Madách tér,274,1420,61,0.2,304,1.1,365,1.3,4638,16.9,4408,16.1,00:01:50
290,Puttony utca,181,570,90,0.5,150,0.8,240,1.3,618,3.4,552,3.0,00:01:38
020,Alma utca,252,1297,253,1.0,81,0.3,334,1.3,705,2.8,884,3.5,00:02:11
156,Egyetemi sporttelep,668,2941,588,0.9,292,0.4,880,1.3,6971,10.4,7297,10.9,00:02:44
585,Vág utca,446,1660,495,1.1,89,0.2,584,1.3,5406,12.1,5809,13.0,00:01:23
257,Irányi Dániel utca,259,1005,202,0.8,137,0.5,339,1.3,857,3.3,922,3.6,00:01:36
607,Vincellér utca,1785,8209,0,0,2326,1.3,2326,1.3,2414,1.4,0,,00:04:53
198,Gyolcsos utca,531,2564,94,0.2,595,1.1,689,1.3,5267,9.9,4772,9.0,00:03:12
113,Cseresznye utca,444,1830,499,1.1,77,0.2,576,1.3,3686,8.3,4183,9.4,00:01:34
253,Huszár Gál utca,263,1221,296,1.1,43,0.2,339,1.3,1596,6.1,1867,7.1,00:02:20
606,Vincellér utca,1517,7784,1683,1.1,266,0.2,1949,1.3,3190,6.4,4577,3.0,00:01:23
491,Rózsavölgy utca,155,801,161,1.0,38,0.2,199,1.3,437,2.8,560,3.6,00:01:47
584,Vág utca,427,1640,113,0.3,432,1.0,545,1.3,5900,13.8,5559,13.0,00:01:14
275,Kabar utca,754,3995,265,0.4,694,0.9,959,1.3,11988,15.9,11553,15.3,00:02:20
088,Borzán Gáspár utca,625,3319,665,1.1,124,0.2,789,1.3,3373,8.1,3915,6.3,00:02:08
564,Tizedes utca,969,4270,854,0.9,364,0.4,1218,1.3,4364,4.5,4853,5.0,00:02:45
048,Bánk. iskola,148,1117,25,0.2,161,1.1,186,1.3,831,5.6,689,4.7,00:02:23
049,Bánk. iskola,141,1117,169,1.2,8,0.1,177,1.3,647,4.6,809,5.7,00:02:00
605,Vincellér utca,1288,6405,1363,1.1,252,0.2,1615,1.3,3742,6.8,4850,3.8,00:01:14
166,Erdészház,152,588,174,1.1,15,0.1,189,1.2,808,5.3,968,6.4,00:01:43
085,Bondorhát utca,152,780,44,0.3,145,1.0,189,1.2,363,2.4,262,1.7,00:03:37
054,Barátság utca,52,410,33,0.6,31,0.6,64,1.2,97,1.9,97,1.9,00:00:59
283,Karacs Ferenc utca,213,792,55,0.3,205,1.0,260,1.2,1915,9.0,1764,8.3,00:00:51
338,Kondoroskert utca,248,726,296,1.2,6,0.0,302,1.2,1456,5.9,1803,7.3,00:01:24
442,Ondód,229,1120,116,0.5,161,0.7,277,1.2,162,1.4,116,1.0,00:00:49
181,Földi János utca,326,1420,373,1.1,20,0.1,393,1.2,2646,8.1,3009,9.2,00:01:18
098,Bulgár utca,884,3061,147,0.2,917,1.0,1064,1.2,9164,10.4,8403,9.5,00:00:58
354,Kurucz utca,261,1170,35,0.1,279,1.1,314,1.2,1456,5.6,1199,4.6,00:04:11
162,Építők útja,659,2519,493,0.7,299,0.5,792,1.2,7117,10.8,7298,11.1,00:01:40
306,Kertváros,1284,6267,907,0.7,634,0.5,1541,1.2,11249,8.8,11512,9.0,00:02:37
046,Bálint pap utca,319,1491,51,0.2,329,1.0,380,1.2,2543,8.0,2250,7.1,00:02:39
086,Bondorhát utca,155,801,154,1.0,30,0.2,184,1.2,312,2.0,437,2.8,00:02:23
195,Gyepűsor utca,413,1607,341,0.8,145,0.4,486,1.2,4466,10.8,4670,11.3,00:02:14
051,Barackos utca,153,1177,19,0.1,161,1.1,180,1.2,1207,7.9,1038,6.8,00:03:05
388,MÁV-rendelő,1259,6653,973,0.8,508,0.4,1481,1.2,8603,6.8,9076,7.2,00:01:25
302,Keresszegi utca,319,1491,79,0.2,295,0.9,374,1.2,3029,9.5,2795,8.8,00:02:43
084,Bolyai utca,371,1551,365,1.0,69,0.2,434,1.2,1833,4.9,2149,5.8,00:02:42
615,Zrínyi utca,296,1530,296,1,48,0.2,344,1.2,1613,5.4,1864,6.3,00:02:47
006,Áchim András utca,181,570,34,0.2,175,1.0,209,1.2,1366,7.5,1226,6.8,00:01:10
630,Károli Gáspár utca,137,660,152,1.1,6,0.0,158,1.2,421,3.1,567,4.1,00:00:39
075,Csárda utca,153,1177,4,0.0,172,1.1,176,1.2,2008,13.1,1824,11.9,00:03:11
087,Borzán Gáspár utca,474,2411,141,0.3,403,0.9,544,1.1,3404,8.8,3140,8.0,00:02:12
603,Világos utca,455,1700,86,0.2,434,1.0,520,1.1,3929,8.6,3574,7.9,00:01:16
112,Cseresznye utca,254,1281,41,0.2,249,1.0,290,1.1,2349,9.2,2105,8.3,00:02:20
544,Szoboszlói úti Ált. Iskola,408,1930,209,0.5,256,0.6,465,1.1,3653,9.0,3596,8.8,00:02:34
398,Mester utca,934,3969,462,0.5,595,0.6,1057,1.1,11502,12.3,11357,12.2,00:02:30
271,Juhász Géza utca,500,2180,414,0.8,147,0.3,561,1.1,1590,3.2,1866,3.7,00:02:14
201,Hadházi út 92.,321,1100,237,0.7,123,0.4,360,1.1,2911,9.1,3045,9.5,00:02:48
459,Pallagi út,558,2455,365,0.7,249,0.4,614,1.1,5311,9.5,5416,9.7,00:02:15
214,Szüret utca,141,1117,144,1.0,11,0.1,155,1.1,879,6.2,1017,7.2,00:01:15
303,Keresszegi utca,295,1500,267,0.9,57,0.2,324,1.1,2937,10.0,3150,10.7,00:02:26
492,Rózsavölgy utca 133.,155,801,118,0.8,52,0.3,170,1.1,246,1.6,312,2.0,00:02:21
241,Hold utca,492,2150,175,0.4,356,0.7,531,1.1,1500,3.0,1304,2.7,00:03:22
608,Vízmű,404,1162,12,0.0,424,1.0,436,1.1,5317,13.2,4889,12.1,00:01:44
309,Kincseshegy utca,319,1491,59,0.2,285,0.9,344,1.1,2795,8.8,2543,8.0,00:02:38
575,Trombitás utca,166,1334,51,0.3,124,0.7,175,1.1,1467,8.8,1391,8.4,00:01:38
508,Schweidel József utca,268,952,162,0.6,120,0.4,282,1.1,915,3.4,958,3.6,00:02:31
499,Sámsoni út,302,1470,0,0,316,1.0,316,1.0,330,1.1,0,,00:03:30
825,Tisza István utca,699,3118,158,0.2,572,0.8,730,1.0,6604,9.4,6149,8.8,00:02:06
097,Budai Nagy Antal utca,711,3100,647,0.9,93,0.1,740,1.0,4093,5.8,4644,6.5,00:03:28
601,Vay Ádám utca,500,2180,437,0.9,83,0.2,520,1.0,1237,2.5,1590,3.2,00:02:05
165,Erdészház,171,613,8,0.0,169,1.0,177,1.0,2379,13.9,2218,13.0,00:01:52
441,Oláh Gábor utca,146,410,95,0.7,55,0.4,150,1.0,1941,13.3,1980,13.6,00:02:47
128,Debreceni Erőmű,1859,7867,982,0.5,927,0.5,1909,1.0,19361,10.4,19430,10.5,00:01:50
479,Regionális Képző Központ,596,2247,102,0.2,510,0.9,612,1.0,3932,6.6,3480,5.8,00:02:40
460,Pallagi út,551,2203,107,0.2,458,0.8,565,1.0,5785,10.5,5422,9.8,00:02:49
174,Felsőjózsa,303,1560,164,0.5,144,0.5,308,1.0,145,1.0,164,1.1,00:02:13
629,Károli Gáspár utca,135,630,8,0.1,129,1.0,137,1.0,605,4.5,478,3.5,00:05:01
308,Kincseshegy utca,295,1500,249,0.8,50,0.2,299,1.0,2738,9.3,2937,10.0,00:03:04
501,Sárga dűlő 23.,82,290,82,1,1,0.0,83,1.0,210,2.6,291,3.5,00:00:27
829,Hosszúpályi útelágazás,82,300,3,0.0,80,1.0,83,1.0,1882,23.0,1803,22.0,00:01:27
368,Leiningen utca,870,3040,264,0.3,611,0.7,875,1.0,9430,10.8,9096,10.5,00:00:58
434,Napraforgó utca,192,970,153,0.8,39,0.2,192,1,822,4.3,933,4.9,00:01:05
469,Petőfi tér,1,30,1,1,0,0,1,1,2,2,3,3,-00:04:42
270,Juhász Géza utca,533,2187,129,0.2,403,0.8,532,1.0,1769,3.3,1477,2.8,00:02:29
175,Rózsavölgy utca 175.,155,801,107,0.7,46,0.3,153,1.0,185,1.2,246,1.6,00:02:09
365,Lázár utca,181,570,38,0.2,140,0.8,178,1.0,1141,6.3,1039,5.7,00:01:22
593,Vasutas utca,151,651,18,0.1,130,0.9,148,1.0,588,3.9,473,3.1,00:02:57
284,Karacs Ferenc utca,227,792,182,0.8,40,0.2,222,1.0,2099,9.2,2256,9.9,00:01:48
604,Világos utca,468,1700,388,0.8,68,0.1,456,1.0,3282,7.0,3675,7.9,00:01:13
040,Baksay Sándor utca,338,1140,227,0.7,102,0.3,329,1.0,3322,9.8,3447,10.2,00:03:03
369,Leiningen utca,1289,4617,851,0.7,383,0.3,1234,1.0,11080,8.6,11578,9.0,00:01:03
397,Mentőállomás,1278,6329,544,0.4,673,0.5,1217,1.0,9693,7.6,9683,7.6,00:01:58
367,Legányi utca,443,1940,332,0.7,89,0.2,421,1.0,2733,6.2,2976,6.7,00:02:13
640,Kaskötő utca,181,570,18,0.1,153,0.8,171,0.9,765,4.2,618,3.4,00:02:18
348,Köntösgát sor,214,848,6,0.0,196,0.9,202,0.9,2972,13.9,2740,12.8,00:00:52
220,Harmat utca,52,410,36,0.7,13,0.2,49,0.9,110,2.1,134,2.6,00:01:16
099,Bulgár utca,883,3061,729,0.8,103,0.1,832,0.9,7295,8.3,7936,9.0,00:00:35
383,Málna utca,444,1830,383,0.9,35,0.1,418,0.9,4286,9.7,4680,10.5,00:01:03
076,Csárda utca,146,1177,136,0.9,1,0.0,137,0.9,1680,11.5,1816,12.4,00:01:33
191,Gázvezeték utca,239,1000,14,0.1,210,0.9,224,0.9,1562,6.5,1354,5.7,00:02:14
543,Szoboszlói úti Ált. Iskola,443,1940,215,0.5,200,0.5,415,0.9,3700,8.4,3726,8.4,00:01:58
073,Bevásárlóközpontok,713,2149,91,0.1,575,0.8,666,0.9,7097,10.0,6550,9.2,00:02:19
403,Moha utca,243,1140,25,0.1,201,0.8,226,0.9,1150,4.7,967,4.0,00:03:53
462,Pesti utca,838,4270,498,0.6,280,0.3,778,0.9,6765,8.1,7049,8.4,00:01:51
820,Vezér utca,391,1906,325,0.8,35,0.1,360,0.9,1729,4.4,2036,5.2,00:02:41
425,Nagycsere. orvosi rendelő,163,480,11,0.1,139,0.9,150,0.9,625,3.8,493,3.0,00:01:09
440,Ohat utca,408,1930,41,0.1,334,0.8,375,0.9,3040,7.5,2707,6.6,00:02:52
627,Hatvan utca,1120,5027,339,0.3,683,0.6,1022,0.9,9221,8.2,8803,7.9,00:03:41
524,Skalnitzky Antal utca,500,2180,330,0.7,126,0.3,456,0.9,1866,3.7,2070,4.1,00:01:39
498,Sámsoni út,292,1500,262,0.9,0,0,262,0.9,0,,262,0.9,00:00:34
382,Málna utca,496,2557,69,0.1,374,0.8,443,0.9,3601,7.3,3278,6.6,00:02:45
437,Nyíl utca,64,170,36,0.6,21,0.3,57,0.9,442,6.9,455,7.1,00:03:02
300,Kérész utca,596,2247,157,0.3,371,0.6,528,0.9,3280,5.5,3024,5.1,00:02:05
127,Debreceni Erőmű,1290,4610,595,0.5,537,0.4,1132,0.9,12182,9.4,12470,9.7,00:02:02
240,Hold utca,521,2157,326,0.6,126,0.2,452,0.9,1169,2.2,1390,2.7,00:02:05
132,Déli sor 55.,166,1334,16,0.1,126,0.8,142,0.9,1391,8.4,1276,7.7,00:02:05
171,Fancsika,248,726,210,0.8,2,0.0,212,0.9,1194,4.8,1456,5.9,00:01:07
095,Budai Nagy Antal utca,262,1191,157,0.6,64,0.2,221,0.8,855,3.3,958,3.7,00:02:14
594,Vasutas utca,146,600,91,0.6,32,0.2,123,0.8,367,2.5,429,2.9,00:02:40
213,Szüret utca,148,1117,4,0.0,119,0.8,123,0.8,1033,7.0,904,6.1,00:02:43
600,Zsigmond Ferenc utca,533,2187,122,0.2,318,0.6,440,0.8,1477,2.8,1271,2.4,00:02:27
639,Wolaffka utca,158,757,8,0.1,122,0.8,130,0.8,775,4.9,658,4.2,00:02:28
387,Mátyás király utca,415,1570,297,0.7,41,0.1,338,0.8,3031,7.3,3287,7.9,00:03:14
131,Déli sor 55.,171,1304,102,0.6,37,0.2,139,0.8,2018,11.8,2083,12.2,00:02:32
039,Bádogos utca,500,1957,383,0.8,20,0.0,403,0.8,2024,4.0,2388,4.8,00:00:24
245,Homok utca,182,641,68,0.4,78,0.4,146,0.8,2367,13.0,2360,13.0,00:02:39
009,Acsádi út,500,2180,309,0.6,90,0.2,399,0.8,2070,4.1,2287,4.6,00:01:54
038,Bádogos utca,490,1950,28,0.1,362,0.7,390,0.8,2611,5.3,2255,4.6,00:02:56
366,Lázár utca,185,570,142,0.8,5,0.0,147,0.8,1529,8.3,1673,9.0,00:01:24
528,Somlyai utca,518,1790,313,0.6,94,0.2,407,0.8,2967,5.7,3202,6.2,00:00:57
523,Skalnitzky Antal utca,533,2187,105,0.2,311,0.6,416,0.8,1987,3.7,1769,3.3,00:02:35
526,Sólyom utca,761,3016,444,0.6,149,0.2,593,0.8,4320,5.7,4628,6.1,00:01:16
258,Irányi Dániel utca,268,952,112,0.4,96,0.4,208,0.8,903,3.4,915,3.4,00:02:28
244,Homok utca,178,620,99,0.6,39,0.2,138,0.8,2336,13.1,2398,13.5,00:05:02
163,Építők útja,892,3062,267,0.3,422,0.5,689,0.8,7494,8.4,7350,8.2,00:01:48
784,Barna utca,397,1579,259,0.7,42,0.1,301,0.8,2740,6.9,2969,7.5,00:02:43
405,Móricz Zsigmond út,548,2751,173,0.3,242,0.4,415,0.8,5728,10.5,5622,10.3,00:02:58
074,Bevásárlóközpontok,385,1170,213,0.6,77,0.2,290,0.8,3813,9.9,3953,10.3,00:01:38
164,Epreskert utca,239,1000,34,0.1,146,0.6,180,0.8,1674,7.0,1562,6.5,00:02:26
685,Széchenyi utca,497,2222,308,0.6,58,0.1,366,0.7,3577,7.2,3853,7.8,00:01:58
370,Lomnicz utca,181,570,24,0.1,109,0.6,133,0.7,1226,6.8,1141,6.3,00:01:37
618,Szent Bazil Görögkatolikus Technikum,1173,4954,112,0.1,746,0.6,858,0.7,12442,10.6,11798,10.1,00:03:50
289,Puttony utca,252,1297,142,0.6,42,0.2,184,0.7,596,2.4,698,2.8,00:02:52
482,Kazár utca,447,1571,94,0.2,231,0.5,325,0.7,4693,10.5,4526,10.1,00:01:22
841,Bhs Trans Kft.,152,600,52,0.3,57,0.4,109,0.7,1035,7.6,1030,14.7,00:02:14
477,Salétrom utca,171,1304,64,0.4,58,0.3,122,0.7,2221,13.0,2232,13.1,00:02:36
350,Köztemető. déli kapu,570,3690,208,0.4,193,0.3,401,0.7,7299,12.8,7306,12.8,00:03:01
628,Veres Péter utca,783,3357,233,0.3,316,0.4,549,0.7,1271,2.4,1169,2.2,00:01:56
118,Csonkatorony utca,203,1107,16,0.1,126,0.6,142,0.7,1390,6.8,1276,6.3,00:03:08
819,Vezér utca,432,1985,64,0.1,238,0.6,302,0.7,2914,6.7,2738,6.3,00:02:30
030,ATEV,148,1117,0,0,102,0.7,102,0.7,193,1.3,89,0.6,00:02:03
236,Hétvezér utca,151,651,42,0.3,62,0.4,104,0.7,612,4.1,588,3.9,00:02:07
