Summary stop stats,,,,,,,,,,,,,,
Selected days,Selected days,01/04/2026 - 30/04/2026,,,,,,,,,,,,
Mean value,Mean value,Average,,,,,,,,,,,,
Columns,Columns,Some are hidden,,,,,,,,,,,,
,,,,,,,,,,,,,,
Stop,Stop,Planned stopping,Planned stopping,IN,IN,OUT,OUT,Frequency of passengers,Frequency of passengers,Occupancy,Occupancy,Occupancy,Occupancy,Delay
Stop,Stop,Planned stopping,Planned stopping,IN,IN,OUT,OUT,Frequency of passengers,Frequency of passengers,Arrival,Arrival,Departure,Departure,Delay
Ident.,Name,APC,All,Σ,Ø,Σ,Ø,Σ,Ø,Σ,Ø,Σ,Ø,Ø
243,Holló László sétány,1517,7784,4418,2.91232696110745,1272,0.838497033618985,5690,3.75082399472643,6346,4.18325642715887,9489,6.25510876730389,0.00146990740740741
093,Brassai Sámuel Szki.,932,5498,1683,1.80579399141631,1787,1.91738197424893,3470,3.72317596566524,9857,10.5761802575107,9745,10.456008583691,0.00134259259259259
429,Nagymacs. Kastélykert utca,90,485,78,0.866666666666667,252,2.8,330,3.66666666666667,337,3.74444444444444,163,1.81111111111111,0.00126157407407407
176,Felsőjózsai utca,264,1600,218,0.825757575757576,745,2.8219696969697,963,3.64772727272727,1042,4.91509433962264,495,2.42647058823529,0.00199074074074074
032,Attila tér,377,1595,999,2.6498673740053,366,0.970822281167109,1365,3.62068965517241,4748,12.5941644562334,5376,14.2599469496021,0.00180555555555556
029,Árpád Vezér Általános Iskola,1139,5492,1509,1.32484635645303,2582,2.26690079016681,4091,3.59174714661984,11021,9.67603160667252,9946,8.73222124670764,0.00206018518518519
173,Faraktár utca,1472,7138,3642,2.4741847826087,1558,1.05842391304348,5200,3.53260869565217,16342,11.101902173913,18418,12.5122282608696,0.00221064814814815
193,Gönczy Pál Általános Iskola,122,692,288,2.36065573770492,138,1.13114754098361,426,3.49180327868852,819,6.71311475409836,969,7.94262295081967,0.000613425925925926
259,István út,409,1994,1355,3.31295843520782,49,0.119804400977995,1404,3.43276283618582,1145,2.79951100244499,2471,6.04156479217604,0.000833333333333333
582,Vadliba utca,351,1457,106,0.301994301994302,1089,3.1025641025641,1195,3.4045584045584,3680,10.4843304843305,2691,7.66666666666667,0.0021412037037037
392,Mechwart András Szki.,997,4741,848,0.850551654964895,2533,2.54062186559679,3381,3.39117352056168,7113,7.13440320962889,5395,5.41123370110331,0.00162037037037037
144,Dóczy József utca,693,3041,1331,1.92063492063492,991,1.43001443001443,2322,3.35064935064935,7422,10.7099567099567,7760,11.1976911976912,0.00170138888888889
681,Dózsa György utca,180,910,306,1.7,294,1.63333333333333,600,3.33333333333333,2510,13.9444444444444,2516,13.9777777777778,0.00216435185185185
042,Balásházy János Szki.,152,588,473,3.11184210526316,33,0.217105263157895,506,3.32894736842105,368,2.42105263157895,808,5.31578947368421,0.0012037037037037
